chrom	start	end	strand	gene_name
chr17	87362450	87362451	1	Rhoq
chr17	25981795	25981796	-1	Rhot2;Wdr90
chr17	25998459	25998460	-1	Rhot2;Wdr90
chr17	25998410	25998411	-1	Rhot2;Wdr90
chr8	126177828	126177829	1	Rhou
chr2	119096961	119096962	-1	Rhov
chrX	34762252	34762253	-1	Rhox1
chrX	35419651	35419652	1	Rhox10
chrX	35438315	35438316	-1	Rhox11
chrX	35464083	35464084	-1	Rhox12
chrX	35474016	35474017	1	Rhox13
chrX	34784986	34784987	1	Rhox2a
chrX	34826611	34826612	1	Rhox2b
chrX	34868165	34868166	1	Rhox2c
chrX	34907916	34907917	1	Rhox2d
chrX	34784986	34784987	1	Rhox2e
chrX	34944974	34944975	1	Rhox2e
chrX	34784986	34784987	1	Rhox2f
chrX	34985927	34985928	1	Rhox2f
chrX	35057976	35057977	-1	Rhox2g
chrX	35087783	35087784	-1	Rhox2h
chrX	34789913	34789914	1	Rhox3a
chrX	34884374	34884375	1	Rhox3c
chrX	34961472	34961473	1	Rhox3e
chrX	34995858	34995859	1	Rhox3f
chrX	35083270	35083271	-1	Rhox3g;Rhox3h
chrX	35076306	35076307	-1	Rhox3g;Rhox3h
chrX	34805369	34805370	1	Rhox4a
chrX	34847000	34847001	1	Rhox4b;Rhox4d;Rhox4e
chrX	34929041	34929042	1	Rhox4b;Rhox4d;Rhox4e
chrX	34971918	34971919	1	Rhox4b;Rhox4d;Rhox4e
chrX	34894843	34894844	1	Rhox4c
chrX	35022192	35022193	-1	Rhox4f
chrX	35065833	35065834	-1	Rhox4g
chrX	35180231	35180232	1	Rhox6
chrX	35232120	35232121	-1	Rhox8
chrX	35254946	35254947	-1	Rhox9
chr15	75534717	75534718	1	Rhpn1
chr7	36119255	36119256	1	Rhpn2
chrX	148450837	148450838	-1	Ribc1
chr15	84962528	84962529	1	Ribc2
chr7	116226837	116226838	-1	Ric3
chr7	116201522	116201523	-1	Ric3
chr10	84380360	84380361	1	Ric8b
chr10	84471460	84471461	1	Ric8b
chr15	6658380	6658381	1	Rictor
chr15	6700657	6700658	1	Rictor
chr2	51928356	51928357	1	Rif1
chr2	51945043	51945044	1	Rif1
chr2	51965430	51965431	1	Rif1
chr3	94277512	94277513	-1	Riiad1
chr11	75323595	75323596	1	Rilp
chr5	124981399	124981400	-1	Rilpl1
chr5	124928243	124928244	-1	Rilpl2
chr5	129459236	129459237	-1	Rimbp2
chr5	129325932	129325933	-1	Rimbp2
chr16	17208227	17208228	1	Rimbp3
chr4	119165202	119165203	-1	Rimkla
chr6	122436322	122436323	-1	Rimklb
chr6	122416604	122416605	-1	Rimklb
chr1	22812562	22812563	-1	Rims1
chr1	22305923	22305924	-1	Rims1
chr15	39029877	39029878	1	Rims2
chr15	39268542	39268543	1	Rims2
chr15	39491111	39491112	1	Rims2
chr4	120550442	120550443	1	Rims3
chr4	120527420	120527421	1	Rims3
chr2	163744418	163744419	-1	Rims4
chr19	5050807	5050808	1	Rin1
chr2	145611851	145611852	1	Rin2
chr2	145648325	145648326	1	Rin2
chr12	103521283	103521284	1	Rin3
chr12	103521850	103521851	1	Rin3
chr17	34161624	34161625	-1	Ring1
chr7	29573987	29573988	1	Rinl
chr7	29581990	29581991	1	Rinl
chr5	23293561	23293562	1	Rint1
chr13	38128857	38128858	1	Riok1
chr13	38148541	38148542	1	Riok1
chr17	17511295	17511296	1	Riok2
chr17	17516601	17516602	1	Riok2
chr13	34094742	34094743	1	Ripk1
chr13	34094265	34094266	1	Ripk1
chr4	16090644	16090645	-1	Ripk2
chr14	56407693	56407694	-1	Ripk3
chr16	97985361	97985362	-1	Ripk4
chrX	136316891	136316892	-1	Ripply1
chr9	86910371	86910372	1	Ripply2
chr16	94550028	94550029	1	Ripply3
chr3	88520775	88520776	1	Rit1
chr18	31476781	31476782	-1	Rit2
chr7	86531912	86531913	-1	Rlbp1
chr4	120861138	120861139	-1	Rlf
chr4	120887250	120887251	-1	Rlf
chr4	120887680	120887681	-1	Rlf
chrX	101176622	101176623	-1	Rlim
chrX	101176603	101176604	-1	Rlim
chr19	29409159	29409160	-1	Rln1
chr8	86568877	86568878	-1	Rln3
chr8	108214805	108214806	1	Rltpr
chr13	58503957	58503958	1	Rmi1
chr13	58503608	58503609	1	Rmi1
chr13	58506426	58506427	1	Rmi1
chr6	71390630	71390631	-1	Rmnd5a
chr6	71349286	71349287	-1	Rmnd5a
chr11	51449397	51449398	-1	Rmnd5b
chr4	43505930	43505931	-1	Rmrp
chr6	47702923	47702924	-1	Rn4.5s
chr14	51766441	51766442	-1	Rnase1
chr14	51627603	51627604	1	Rnase10
chr14	51627425	51627426	1	Rnase10
chr14	51669769	51669770	-1	Rnase11
chr14	51676894	51676895	-1	Rnase12
chr14	52542447	52542448	-1	Rnase13
chr14	51748738	51748739	1	Rnase6
chr14	51661541	51661542	-1	Rnase9
chr12	29334466	29334467	1	Rnaseh1
chr8	87489909	87489910	-1	Rnaseh2a
chr14	62950941	62950942	1	Rnaseh2b
chr19	5601872	5601873	1	Rnaseh2c
chr1	155596555	155596556	1	Rnasel
chr1	155598988	155598989	1	Rnasel
chr1	155599974	155599975	1	Rnasel
chr1	155599097	155599098	1	Rnasel
chr17	8340696	8340697	-1	Rnaset2a;Rnaset2b
chr17	8334668	8334669	-1	Rnaset2a;Rnaset2b
chr15	98507891	98507892	-1	Rnd1
chr11	101329651	101329652	1	Rnd2
chr11	101326353	101326354	1	Rnd2
chr2	51004630	51004631	-1	Rnd3
chr5	115722903	115722904	-1	Rnf10
chr9	70351531	70351532	-1	Rnf111
chr9	70351160	70351161	-1	Rnf111
chr9	70351184	70351185	-1	Rnf111
chr9	70301764	70301765	-1	Rnf111
chr11	61267387	61267388	-1	Rnf112
chrX	34731337	34731338	1	Rnf113a1
chr12	85758149	85758150	1	Rnf113a2
chr3	96531533	96531534	1	Rnf115
chr9	107981705	107981706	-1	Rnf123
chr9	107972131	107972132	-1	Rnf123
chr18	21103125	21103126	1	Rnf125
chr18	21119972	21119973	1	Rnf125
chr10	79229665	79229666	-1	Rnf126
chr10	79229685	79229686	-1	Rnf126
chrX	136145158	136145159	1	Rnf128
chr3	57539987	57539988	1	Rnf13
chr11	49838832	49838833	1	Rnf130
chr6	23600304	23600305	-1	Rnf133
chr11	79997373	79997374	1	Rnf135
chr18	21159841	21159842	1	Rnf138
chr18	21160457	21160458	1	Rnf138
chr15	58720783	58720784	1	Rnf139
chr18	38456458	38456459	1	Rnf14
chr18	38456288	38456289	1	Rnf14
chr7	117987894	117987895	-1	Rnf141
chr7	117981042	117981043	-1	Rnf141
chr12	27100120	27100121	-1	Rnf144a
chr11	44332465	44332466	1	Rnf145
chr11	44332878	44332879	1	Rnf145
chr10	29082247	29082248	-1	Rnf146
chr6	23605135	23605136	-1	Rnf148
chr8	85387254	85387255	1	Rnf150
chr8	85387712	85387713	1	Rnf150
chr17	24855001	24855002	-1	Rnf151
chr1	107253286	107253287	-1	Rnf152
chr18	77803874	77803875	-1	Rnf165
chr8	124999963	124999964	-1	Rnf166
chr8	124992253	124992254	-1	Rnf166
chr11	70461090	70461091	1	Rnf167
chr16	32277546	32277547	1	Rnf168
chr7	107128967	107128968	-1	Rnf169
chr14	57021533	57021534	1	Rnf17
chr14	57069409	57069410	1	Rnf17
chr8	27229851	27229852	1	Rnf170
chr13	106083093	106083094	-1	Rnf180
chr13	106084564	106084565	-1	Rnf180
chr6	72312374	72312375	-1	Rnf181
chr6	72316951	72316952	-1	Rnf181
chr6	72312386	72312387	-1	Rnf181
chr13	43711165	43711166	1	Rnf182
chr4	62095759	62095760	-1	Rnf183
chr11	3352327	3352328	-1	Rnf185
chr4	138523026	138523027	1	Rnf186
chr11	58752407	58752408	-1	Rnf187
chr4	128735514	128735515	1	Rnf19b
chr1	153347952	153347953	-1	Rnf2
chr4	49644931	49644932	1	Rnf20
chr4	151692733	151692734	-1	Rnf207
chr2	25098448	25098449	1	Rnf208
chr2	25098457	25098458	1	Rnf208
chr5	109179973	109179974	-1	Rnf212
chr11	119287375	119287376	1	Rnf213
chr11	119328535	119328536	1	Rnf213
chr9	45714959	45714960	-1	Rnf214
chr9	45714969	45714970	-1	Rnf214
chr11	4035162	4035163	1	Rnf215
chr11	4035816	4035817	1	Rnf215
chr5	143874698	143874699	-1	Rnf216
chr10	31329530	31329531	-1	Rnf217
chr14	104921882	104921883	-1	Rnf219
chr4	117169519	117169520	-1	Rnf220
chr4	117048061	117048062	-1	Rnf220
chr4	116962050	116962051	-1	Rnf220
chr4	116961376	116961377	-1	Rnf220
chr11	68702054	68702055	1	Rnf222
chr2	131178627	131178628	-1	Rnf24
chr2	131154723	131154724	-1	Rnf24
chr1	74647970	74647971	-1	Rnf25
chr9	43921133	43921134	-1	Rnf26
chr9	43921599	43921600	-1	Rnf26
chr14	56210626	56210627	1	Rnf31
chr14	56211297	56211298	1	Rnf31
chr5	29524465	29524466	1	Rnf32
chr5	29522594	29522595	1	Rnf32
chr5	29522578	29522579	1	Rnf32
chr5	123300196	123300197	1	Rnf34
chr5	123273779	123273780	1	Rnf34
chr17	37079995	37079996	1	Rnf39
chr5	34679038	34679039	1	Rnf4
chr5	34679058	34679059	1	Rnf4
chr5	34679580	34679581	1	Rnf4
chr7	134732211	134732212	1	Rnf40
chr10	127848671	127848672	1	Rnf41
chr10	127852174	127852175	1	Rnf41
chr11	87476588	87476589	1	Rnf43
chr11	87476223	87476224	1	Rnf43
chr11	87540673	87540674	1	Rnf43
chr13	54795320	54795321	-1	Rnf44
chr13	54789168	54789169	-1	Rnf44
chr13	54789560	54789561	-1	Rnf44
chr17	34740505	34740506	-1	Rnf5
chr5	147033012	147033013	-1	Rnf6
chr5	147032532	147032533	-1	Rnf6
chr9	96379013	96379014	-1	Rnf7
chr17	29751775	29751776	1	Rnf8
chr11	86298158	86298159	1	Rnft1
chr11	86298171	86298172	1	Rnft1
chr5	118694869	118694870	-1	Rnft2
chr5	118695033	118695034	-1	Rnft2
chr4	33397285	33397286	1	Rngtt
chr7	148354834	148354835	-1	Rnh1
chr7	148354584	148354585	-1	Rnh1
chr7	148358749	148358750	-1	Rnh1
chr19	33466784	33466785	-1	Rnls
chr18	68460008	68460009	1	Rnmt
chr11	76057237	76057238	1	Rnmtl1
chr1	94807401	94807402	1	Rnpepl1
chr17	24551619	24551620	1	Rnps1
chr4	131826100	131826101	-1	Rnu11
chr15	82980074	82980075	1	Rnu12
chr3	85944608	85944609	-1	Rnu73b
chr16	72663393	72663394	1	Robo1
chr16	72978804	72978805	1	Robo1
chr16	74411156	74411157	-1	Robo2
chr16	74353121	74353122	-1	Robo2
chr16	73962154	73962155	-1	Robo2
chr9	37240759	37240760	-1	Robo3
chr9	37237718	37237719	-1	Robo3
chr9	37209630	37209631	1	Robo4
chr18	10181789	10181790	-1	Rock1
chr12	16901783	16901784	1	Rock2
chr12	16979786	16979787	1	Rock2
chr16	5013645	5013646	-1	Rogdi
chr16	5011850	5011851	-1	Rogdi
chr19	9003845	9003846	-1	Rom1
chr2	155969888	155969889	1	Romo1
chr2	155969970	155969971	1	Romo1
chr16	34651296	34651297	1	Ropn1
chr15	31383443	31383444	-1	Ropn1l
chr4	99768395	99768396	1	Ror1
chr13	53381477	53381478	-1	Ror2
chr9	68501608	68501609	1	Rora
chr9	69137659	69137660	1	Rora
chr9	69045314	69045315	1	Rora
chr19	19075606	19075607	-1	Rorb
chr19	19185685	19185686	-1	Rorb
chr3	94176747	94176748	1	Rorc
chr3	94181381	94181382	1	Rorc
chr10	51915049	51915050	-1	Ros1
chr1	4350394	4350395	-1	Rp1
chr1	4399321	4399322	-1	Rp1
chr14	64611267	64611268	1	Rp1l1
chr11	75161884	75161885	-1	Rpa1
chr4	132324274	132324275	1	Rpa2
chr6	8209140	8209141	-1	Rpa3
chr11	70783714	70783715	1	Rpain
chr2	119613272	119613273	-1	Rpap1
chr5	108026735	108026736	1	Rpap2
chr5	108026398	108026399	1	Rpap2
chr15	97536252	97536253	-1	Rpap3
chr1	66747466	66747467	1	Rpe
chr1	66747457	66747458	1	Rpe
chr3	159262144	159262145	1	Rpe65
chr3	146184386	146184387	-1	Rpf1
chr10	39966784	39966785	-1	Rpf2
chr10	39966844	39966845	-1	Rpf2
chr14	52730577	52730578	1	Rpgrip1
chr14	52731815	52731816	1	Rpgrip1
chr14	52756206	52756207	1	Rpgrip1
chr14	52762459	52762460	1	Rpgrip1
chr14	52769174	52769175	1	Rpgrip1
chr14	52738870	52738871	1	Rpgrip1
chr14	52779049	52779050	1	Rpgrip1
chrX	9793920	9793921	-1	Rpgr;Srpx
chrX	9793578	9793579	-1	Rpgr;Srpx
chrX	9694786	9694787	-1	Rpgr;Srpx
chr5	121459526	121459527	-1	Rph3a
chr5	121460088	121460089	-1	Rph3a
chr11	75724560	75724561	-1	Rph3al
chr11	75739392	75739393	-1	Rph3al
chr6	70742168	70742169	-1	Rpia
chrX	71516154	71516155	1	Rpl10
chrX	71516263	71516264	1	Rpl10
chr17	28465415	28465416	1	Rpl10a
chr12	67385387	67385388	-1	Rpl10l
chr4	135609285	135609286	-1	Rpl11
chr2	32817231	32817232	1	Rpl12
chr7	52384104	52384105	-1	Rpl13a;Snord33;Snord34
chr7	52382314	52382315	-1	Rpl13a;Snord33;Snord34
chr7	52382037	52382038	-1	Rpl13a;Snord33;Snord34
chr9	120480633	120480634	1	Rpl14
chr14	19103499	19103500	-1	Rpl15
chr18	75160130	75160131	1	Rpl17
chr7	52971517	52971518	1	Rpl18
chr11	97888237	97888238	1	Rpl19
chr11	97888023	97888024	1	Rpl19
chr5	147644465	147644466	1	Rpl21
chr5	147644770	147644771	1	Rpl21
chr4	151699986	151699987	1	Rpl22
chr3	28704432	28704433	1	Rpl22l1
chr11	97643752	97643753	-1	Rpl23
chr11	97643570	97643571	-1	Rpl23
chr11	77997085	77997086	-1	Rpl23a
chr16	55966387	55966388	1	Rpl24
chr11	101303558	101303559	1	Rpl27
chr7	116662708	116662709	1	Rpl27a
chr7	4744566	4744567	1	Rpl28
chr1	43245965	43245966	1	Rpl29
chr5	116252202	116252203	-1	Rpl29
chr9	106331869	106331870	1	Rpl29
chr9	106331865	106331866	1	Rpl29
chr15	79913835	79913836	-1	Rpl3
chr15	79913011	79913012	-1	Rpl3
chr15	34373030	34373031	-1	Rpl30
chr15	34372979	34372980	-1	Rpl30
chr6	115758760	115758761	-1	Rpl32
chr3	130433225	130433226	-1	Rpl34
chr2	38860650	38860651	-1	Rpl35
chr16	33056538	33056539	1	Rpl35a
chr16	33056599	33056600	1	Rpl35a
chr16	33056567	33056568	1	Rpl35a
chr17	56752817	56752818	1	Rpl36
chrX	131120192	131120193	1	Rpl36a
chr15	5066612	5066613	1	Rpl37
chr1	72757833	72757834	1	Rpl37a
chr11	114529856	114529857	1	Rpl38
chrX	34625178	34625179	-1	Rpl39
chr16	10170320	10170321	1	Rpl39l
chr17	24864773	24864774	1	Rpl3l
chr17	24869629	24869630	1	Rpl3l
chr9	64021193	64021194	1	Rpl4
chr10	127986223	127986224	-1	Rpl41
chr10	127986125	127986126	-1	Rpl41
chr5	108329546	108329547	1	Rpl5
chr5	121654509	121654510	1	Rpl6
chr1	16094513	16094514	-1	Rpl7
chr2	26766326	26766327	1	Rpl7a
chr17	46919604	46919605	-1	Rpl7l1
chr15	76734500	76734501	1	Rpl8
chr5	65782669	65782670	-1	Rpl9
chr5	116009475	116009476	1	Rplp0
chr9	61762316	61762317	-1	Rplp1
chr7	148633548	148633549	1	Rplp2
chr12	76770523	76770524	-1	Rplp2-ps1;Wdr89
chr6	88034466	88034467	1	Rpn1
chr2	157104833	157104834	1	Rpn2
chr14	8912826	8912827	1	Rpp14
chr17	36394790	36394791	-1	Rpp21
chr9	57351908	57351909	1	Rpp25
chr19	36158205	36158206	1	Rpp30
chr2	3249899	3249900	-1	Rpp38
chr13	35998215	35998216	-1	Rpp40
chr18	24688704	24688705	-1	Rprd1a
chr2	157854529	157854530	1	Rprd1b
chr3	95622875	95622876	-1	Rprd2
chr3	95580719	95580720	-1	Rprd2
chr6	69277510	69277511	-1	Rprl1
chr3	22149862	22149863	1	Rprl2
chr8	3803688	3803689	-1	Rprl3
chr2	53937962	53937963	-1	Rprm
chr11	103510822	103510823	1	Rprml
chr17	27772186	27772187	-1	Rps10
chr7	52379758	52379759	-1	Rps11
chr10	23507014	23507015	-1	Rps12;Snora33;Snord100
chr10	23505256	23505257	-1	Rps12;Snora33;Snord100
chr10	23505626	23505627	-1	Rps12;Snora33;Snord100
chr7	123477703	123477704	-1	Rps13
chr18	60934249	60934250	1	Rps14
chr10	79755175	79755176	1	Rps15
chr7	125259660	125259661	-1	Rps15a
chr7	29135707	29135708	1	Rps16
chr7	88490119	88490120	-1	Rps17
chr7	88489991	88489992	-1	Rps17
chr17	34092585	34092586	-1	Rps18
chr17	34090938	34090939	-1	Rps18
chr7	25669732	25669733	1	Rps19
chr7	25669653	25669654	1	Rps19
chr15	80094735	80094736	-1	Rps19bp1
chr4	147196310	147196311	-1	Rps19-ps3
chr17	24857007	24857008	1	Rps2
chr17	24857054	24857055	1	Rps2
chr4	3762746	3762747	-1	Rps20
chr2	179992083	179992084	1	Rps21
chr2	179992142	179992143	1	Rps21
chr14	25309902	25309903	1	Rps24
chr9	44215796	44215797	1	Rps25
chr10	128063561	128063562	-1	Rps26
chr3	90017569	90017570	-1	Rps27
chr11	29448039	29448040	-1	Rps27a
chr9	66793924	66793925	1	Rps27l
chr17	33961442	33961443	-1	Rps28
chr12	70260172	70260173	-1	Rps29
chr7	106632218	106632219	-1	Rps3;Snord15b
chr7	106628216	106628217	-1	Rps3;Snord15b
chrX	99383709	99383710	-1	Rps4x
chrX	99384661	99384662	-1	Rps4x
chr7	13507659	13507660	1	Rps5
chr4	86503270	86503271	-1	Rps6
chr4	133443713	133443714	-1	Rps6ka1
chr4	133428227	133428228	-1	Rps6ka1
chr4	133430631	133430632	-1	Rps6ka1
chr4	133436875	133436876	-1	Rps6ka1
chr17	7374463	7374464	1	Rps6ka2
chrX	155694051	155694052	1	Rps6ka3
chrX	155648238	155648239	1	Rps6ka3
chr12	101963237	101963238	-1	Rps6ka5
chr12	101951289	101951290	-1	Rps6ka5
chr12	101965192	101965193	-1	Rps6ka5
chrX	108651553	108651554	-1	Rps6ka6
chrX	108576730	108576731	-1	Rps6ka6
chrX	108576709	108576710	-1	Rps6ka6
chrX	108530848	108530849	-1	Rps6ka6
chr19	4163244	4163245	-1	Rps6kb2
chr1	192735648	192735649	-1	Rps6kc1
chr1	192657976	192657977	-1	Rps6kc1
chr1	192668480	192668481	-1	Rps6kc1
chr12	86492213	86492214	-1	Rps6kl1
chr12	86480938	86480939	-1	Rps6kl1
chr12	29320817	29320818	-1	Rps7
chr4	116828736	116828737	-1	Rps8
chr7	3655642	3655643	1	Rps9
chr7	3655639	3655640	1	Rps9
chr9	120036883	120036884	1	Rpsa
chr9	120037375	120037376	1	Rpsa
chr9	120040117	120040118	1	Rpsa
chr3	93197620	93197621	1	Rptn
chr11	119464308	119464309	1	Rptor
chr11	119517257	119517258	1	Rptor
chr17	25864695	25864696	1	Rpusd1
chr2	118860525	118860526	1	Rpusd2
chr6	113369333	113369334	-1	Rpusd3
chr9	35075465	35075466	1	Rpusd4
chr1	74552633	74552634	1	Rqcd1
chr8	107155220	107155221	-1	Rrad
chr4	86221576	86221577	1	Rraga
chrX	149574500	149574501	1	Rragb
chr4	123594675	123594676	1	Rragc
chr7	52273376	52273377	1	Rras
chr7	121261294	121261295	-1	Rras2
chr2	143836998	143836999	-1	Rrbp1
chr13	37980302	37980303	1	Rreb1
chr13	37980739	37980740	1	Rreb1
chr13	37918780	37918781	1	Rreb1
chr13	37917906	37917907	1	Rreb1
chr13	37919261	37919262	1	Rreb1
chr3	129525422	129525423	-1	Rrh
chr7	109590208	109590209	1	Rrm1
chr12	25393118	25393119	1	Rrm2
chr15	37890809	37890810	-1	Rrm2b
chr16	13780791	13780792	1	Rrn3
chr19	41970642	41970643	-1	Rrp12
chr1	188573236	188573237	-1	Rrp15
chr17	46811203	46811204	-1	Rrp36
chr15	82953230	82953231	-1	Rrp7a
chr7	112885898	112885899	-1	Rrp8
chr7	112885097	112885098	-1	Rrp8
chr9	106379639	106379640	1	Rrp9
chr1	9535488	9535489	1	Rrs1
chrX	157205944	157205945	1	Rs1
chr11	94410520	94410521	-1	Rsad1
chr12	27141316	27141317	-1	Rsad2
chr3	103718042	103718043	1	Rsbn1
chr13	67274117	67274118	1	Rsl1
chr16	11203384	11203385	-1	Rsl1d1
chr9	72961275	72961276	1	Rsl24d1
chr17	31414300	31414301	-1	Rsph1
chr17	8138478	8138479	1	Rsph3a
chr17	7152704	7152705	-1	Rsph3b
chr10	33624916	33624917	1	Rsph4a
chr7	19640035	19640036	1	Rsph6a
chr17	46281146	46281147	-1	Rsph9
chr4	124663673	124663674	1	Rspo1
chr15	43002363	43002364	-1	Rspo2
chr15	43002371	43002372	-1	Rspo2
chr15	43002367	43002368	-1	Rspo2
chr10	29255672	29255673	-1	Rspo3
chr2	151668662	151668663	1	Rspo4
chr8	97125840	97125841	1	Rspry1
chr8	97125965	97125966	1	Rspry1
chr8	97125865	97125866	1	Rspry1
chr5	124199420	124199421	-1	Rsrc2
chr5	124192864	124192865	-1	Rsrc2
chr2	13192904	13192905	-1	Rsu1
chr8	87470889	87470890	1	Rtbdn
chr8	87473758	87473759	1	Rtbdn
chr8	87475079	87475080	1	Rtbdn
chr2	181054428	181054429	1	Rtel1
chr2	181055510	181055511	1	Rtel1
chr2	181063307	181063308	1	Rtel1
chr2	119500803	119500804	1	Rtf1
chr6	83087077	83087078	1	Rtkn
chr6	83085801	83085802	1	Rtkn
chr10	67442345	67442346	1	Rtkn2
chr12	110833612	110833613	-1	Rtl1
chr12	110838539	110838540	-1	Rtl1
chr12	73509925	73509926	-1	Rtn1
chr12	73337710	73337711	-1	Rtn1
chr7	19868015	19868016	1	Rtn2
chr7	19876447	19876448	1	Rtn2
chr11	29592897	29592898	1	Rtn4
chr11	29593773	29593774	1	Rtn4
chr11	29618562	29618563	1	Rtn4
chr10	43621612	43621613	1	Rtn4ip1
chr16	18127798	18127799	1	Rtn4r
chr11	75007494	75007495	1	Rtn4rl1
chr2	84726848	84726849	-1	Rtn4rl2
chr16	23429205	23429206	1	Rtp1
chr16	23930879	23930880	-1	Rtp2
chr9	110892216	110892217	-1	Rtp3
chr16	23610004	23610005	1	Rtp4
chr11	50244612	50244613	-1	Rufy1
chr10	62442970	62442971	1	Rufy2
chr5	89012598	89012599	1	Rufy3
chr5	89012537	89012538	1	Rufy3
chr5	88994064	88994065	1	Rufy3
chr1	74172114	74172115	1	Rufy4
chr11	102254748	102254749	1	Rundc3a
chr11	102260480	102260481	1	Rundc3a
chr5	8622951	8622952	-1	Rundc3b
chr16	92826310	92826311	-1	Runx1
chr16	92697572	92697573	-1	Runx1
chr16	92697569	92697570	-1	Runx1
chr4	13678443	13678444	1	Runx1t1
chr4	13711928	13711929	1	Runx1t1
chr4	13670448	13670449	1	Runx1t1
chr17	44951745	44951746	-1	Runx2
chr17	44873596	44873597	-1	Runx2
chr17	44951529	44951530	-1	Runx2
chr17	44872566	44872567	-1	Runx2
chr4	134676559	134676560	1	Runx3
chr4	134708410	134708411	1	Runx3
chr3	88897284	88897285	-1	Rusc1
chr3	88893952	88893953	-1	Rusc1
chr3	88893191	88893192	-1	Rusc1
chr6	88415416	88415417	1	Ruvbl1
chr7	52689833	52689834	-1	Ruvbl2
chr7	52693465	52693466	-1	Ruvbl2
chr10	33739421	33739422	-1	Rwdd1
chr9	86465659	86465660	1	Rwdd2a
chr9	86465594	86465595	1	Rwdd2a
chr16	87440836	87440837	-1	Rwdd2b
chr3	120874612	120874613	-1	Rwdd3
chr8	48618998	48618999	1	Rwdd4a
chr5	150821249	150821250	1	Rxfp2
chr5	150868444	150868445	1	Rxfp2
chr15	10967722	10967723	-1	Rxfp3
chr3	88457063	88457064	-1	Rxfp4
chr2	27532720	27532721	1	Rxra
chr17	34168796	34168797	1	Rxrb
chr17	34169330	34169331	1	Rxrb
chr1	169528492	169528493	1	Rxrg
chr1	169548395	169548396	1	Rxrg
chr6	100237351	100237352	-1	Rybp
chr9	102737249	102737250	1	Ryk
chr7	29910169	29910170	-1	Ryr1
chr7	29831701	29831702	-1	Ryr1
chr2	112870487	112870488	-1	Ryr3
chr2	112493942	112493943	-1	Ryr3
chr2	112748667	112748668	-1	Ryr3
chr2	113057218	113057219	-1	Ryr3
chr3	90318251	90318252	-1	S100a1
chr3	93359038	93359039	1	S100a10
chr3	93324417	93324418	1	S100a11
chr3	90318679	90318680	1	S100a13
chr3	90330770	90330771	1	S100a14
chr3	90345144	90345145	1	S100a16
chr3	90341297	90341298	1	S100a16
chr3	90394168	90394169	1	S100a2
chr3	90404136	90404137	1	S100a3
chr3	90407691	90407692	1	S100a4
chr3	90412443	90412444	1	S100a5
chr3	90416815	90416816	1	S100a6
chr3	90458223	90458224	1	S100a7a
chr3	90472992	90472993	1	S100a8
chr3	90499612	90499613	-1	S100a9
chr10	75716580	75716581	1	S100b
chrX	159402530	159402531	-1	S100g
chr4	128866725	128866726	-1	S100pbp
chr4	128866869	128866870	-1	S100pbp
chr13	96248609	96248610	-1	S100z
chr3	115417972	115417973	-1	S1pr1
chr9	20781236	20781237	-1	S1pr2
chr13	51503986	51503987	1	S1pr3
chr10	80962881	80962882	-1	S1pr4
chr9	21052886	21052887	-1	S1pr5
chr7	53998349	53998350	-1	Saa1
chr7	54007202	54007203	1	Saa2
chr7	53971045	53971046	-1	Saa3
chr7	53969099	53969100	-1	Saa3
chr7	53987912	53987913	-1	Saa4
chr7	53966020	53966021	-1	Saal1
chr19	6118585	6118586	-1	Sac3d1
chr9	123438999	123439000	1	Sacm1l
chr14	61757293	61757294	1	Sacs
chr14	61766428	61766429	1	Sacs
chr14	61791826	61791827	1	Sacs
chr14	61807643	61807644	1	Sacs
chr7	16973133	16973134	-1	Sae1
chr17	56724404	56724405	1	Safb
chr17	56737192	56737193	1	Safb
chr17	56724005	56724006	-1	Safb2
chr17	56706440	56706441	-1	Safb2
chr1	89700254	89700255	1	Sag
chr8	91568060	91568061	-1	Sall1
chr14	52948344	52948345	-1	Sall2
chr14	52935909	52935910	-1	Sall2
chr18	81183316	81183317	-1	Sall3
chr18	81171769	81171770	-1	Sall3
chr18	81171363	81171364	-1	Sall3
chr2	168592700	168592701	-1	Sall4
chr8	86521570	86521571	1	Samd1
chr2	181333851	181333852	-1	Samd10
chr15	53733990	53733991	-1	Samd12
chr15	53734091	53734092	-1	Samd12
chr11	94871192	94871193	1	Samd14
chr10	25949512	25949513	1	Samd3
chr10	25950401	25950402	1	Samd3
chr14	47502639	47502640	1	Samd4
chr14	47621014	47621015	1	Samd4
chr14	47688651	47688652	1	Samd4
chr14	47503849	47503850	1	Samd4
chr7	29221209	29221210	-1	Samd4b
chr7	29199360	29199361	-1	Samd4b
chr10	9395005	9395006	-1	Samd5
chr3	30645214	30645215	1	Samd7
chr14	22569752	22569753	1	Samd8
chr14	22570773	22570774	1	Samd8
chr14	22569793	22569794	1	Samd8
chr6	3349570	3349571	-1	Samd9l
chr2	156960957	156960958	-1	Samhd1
chr16	75909510	75909511	-1	Samsn1
chr16	75953576	75953577	-1	Samsn1
chr18	31794036	31794037	1	Sap130
chr18	31834008	31834009	1	Sap130
chr8	59966656	59966657	-1	Sap30
chr11	115794972	115794973	1	Sap30bp
chr11	57615138	57615139	1	Sap30l
chr10	61143068	61143069	1	Sar1a
chr11	51577164	51577165	1	Sar1b
chr2	27102331	27102332	-1	Sardh
chr2	27088216	27088217	-1	Sardh
chr11	78311255	78311256	-1	Sarm1
