gene_name	geneSymbol	chrom
Myom3	Myom3	chr4
Myot	Myot	chr18
Myoz1	Myoz1	chr14
Myoz2	Myoz2	chr3
Myoz3	Myoz3	chr18
Mypop	Mypop	chr7
Myrip	Myrip	chr9
Mysm1	Mysm1	chr4
Myst1	Myst1	chr7
Myst2	Myst2	chr11
Myst3	Myst3	chr8
Myst4	Myst4	chr14
Myt1l	Myt1l	chr12
Myt1;Pkmyt1	Myt1	chr17
Myt1;Pkmyt1	Pkmyt1	chr17
Myt1;Pkmyt1	Myt1	chr2
Myt1;Pkmyt1	Pkmyt1	chr2
Mzf1	Mzf1	chr7
Mzf31;Zfp120	Mzf31	chr2
Mzf31;Zfp120	Zfp120	chr2
Mzt2	Mzt2	chr16
N4bp1	N4bp1	chr8
N4bp2	N4bp2	chr5
N4bp2l1	N4bp2l1	chr5
N4bp2l2	N4bp2l2	chr5
N4bp3	N4bp3	chr11
N4wbp5A;Ndfip2	N4wbp5A	chr14
N4wbp5A;Ndfip2	Ndfip2	chr14
N6amt1	N6amt1	chr16
N6amt2	N6amt2	chr14
Naa10	Naa10	chrX
Naa10;Txnl4a	Naa10	chr18
Naa10;Txnl4a	Txnl4a	chr18
Naa11	Naa11	chr5
Naa15	Naa15	chr3
Naa16	Naa16	chr14
Naa20	Naa20	chr2
Naa25	Naa25	chr5
Naa30	Naa30	chr14
Naa35	Naa35	chr13
Naa38	Naa38	chr6
Naa50	Naa50	chr16
Naaa;NAAA	Naaa	chr5
Naaa;NAAA	NAAA	chr5
Naalad2	Naalad2	chr9
Naaladl1	Naaladl1	chr19
Naaladl2	Naaladl2	chr3
Nab1	Nab1	chr1
Nab2	Nab2	chr10
Nabp1;Obfc2a	Nabp1	chr1
Nabp1;Obfc2a	Obfc2a	chr1
Naca	Naca	chr10
Nacad	Nacad	chr11
Nacc1	Nacc1	chr8
Nacc2	Nacc2	chr2
Nadk	Nadk	chr4
Nadsyn1	Nadsyn1	chr7
Nae1	Nae1	chr8
Naf1	Naf1	chr8
Naga	Naga	chr15
Naglu	Naglu	chr11
Nagpa	Nagpa	chr16
Nags	Nags	chr11
Naif1	Naif1	chr2
Naip1;Naip5	Naip1	chr13
Naip1;Naip5	Naip5	chr13
Naip2	Naip2	chr13
Naip6;Naip7	Naip6	chr13
Naip6;Naip7	Naip7	chr13
Nalcn	Nalcn	chr14
Nampt	Nampt	chr12
Nanog;Nanogpd	Nanog	chr6
Nanog;Nanogpd	Nanogpd	chr6
Nanos1	Nanos1	chr19
Nanos2	Nanos2	chr7
Nanos3	Nanos3	chr8
Nanp	Nanp	chr2
Nans	Nans	chr4
Nap1l1	Nap1l1	chr10
Nap1l2	Nap1l2	chrX
Nap1l3	Nap1l3	chrX
Nap1l4	Nap1l4	chr7
Nap1l5	Nap1l5	chr6
Napa	Napa	chr7
Napepld	Napepld	chr5
Napg	Napg	chr18
Naprt1	Naprt1	chr15
Napsa	Napsa	chr7
Narf	Narf	chr11
Narfl	Narfl	chr17
Narg2	Narg2	chr9
Nars	Nars	chr18
Nars2	Nars2	chr7
Nasp	Nasp	chr4
Nat1	Nat1	chr8
Nat10	Nat10	chr2
Nat14	Nat14	chr7
Nat15	Nat15	chr16
Nat2	Nat2	chr8
Nat3	Nat3	chr8
Nat8	Nat8	chr6
Nat8l	Nat8l	chr5
Nat9	Nat9	chr11
Nav1	Nav1	chr1
Nav3	Nav3	chr10
Nbas	Nbas	chr12
Nbea	Nbea	chr3
Nbeal2	Nbeal2	chr9
Nbl1	Nbl1	chr4
Nbn	Nbn	chr4
Nbr1	Nbr1	chr11
Ncald	Ncald	chr15
Ncam1	Ncam1	chr9
Ncam2	Ncam2	chr16
Ncan	Ncan	chr8
Ncapd2	Ncapd2	chr6
Ncapd3	Ncapd3	chr9
Ncapg	Ncapg	chr5
Ncbp1	Ncbp1	chr4
Ncbp2	Ncbp2	chr16
Nccrp1	Nccrp1	chr7
Ncdn	Ncdn	chr4
Nceh1	Nceh1	chr3
Ncf1	Ncf1	chr5
Ncf2	Ncf2	chr1
Ncf4	Ncf4	chr15
Nck1	Nck1	chr9
Nck2	Nck2	chr1
Nckap1	Nckap1	chr2
Nckap1l	Nckap1l	chr15
Nckap5	Nckap5	chr1
Nckap5l	Nckap5l	chr15
Ncl	Ncl	chr1
Ncln	Ncln	chr10
Ncoa1	Ncoa1	chr12
Ncoa2	Ncoa2	chr1
Ncoa3	Ncoa3	chr2
Ncoa4	Ncoa4	chr14
Ncoa5	Ncoa5	chr2
Ncoa6	Ncoa6	chr2
Ncoa7	Ncoa7	chr10
Ncor1	Ncor1	chr11
Ncor2	Ncor2	chr5
Ncr1	Ncr1	chr7
Ncrna00086	Ncrna00086	chrX
Ncs1	Ncs1	chr2
Ncstn	Ncstn	chr1
Nctc1	Nctc1	chr7
NCX1;Slc8a1	NCX1	chr17
NCX1;Slc8a1	Slc8a1	chr17
Ndc80	Ndc80	chr17
Nde1	Nde1	chr16
Ndel1	Ndel1	chr11
Ndfip1	Ndfip1	chr18
Ndn	Ndn	chr7
Ndnl2	Ndnl2	chr7
Ndor1	Ndor1	chr2
Ndp	Ndp	chrX
Ndr3;Ndrg3	Ndr3	chr2
Ndr3;Ndrg3	Ndrg3	chr2
Ndrg1	Ndrg1	chr15
Ndrg2	Ndrg2	chr14
Ndrg4	Ndrg4	chr8
ndrp;Phip	ndrp	chr9
ndrp;Phip	Phip	chr9
Ndst1	Ndst1	chr18
Ndst2	Ndst2	chr14
Ndst3	Ndst3	chr3
Ndst4	Ndst4	chr3
Ndufa1	Ndufa1	chrX
Ndufa10	Ndufa10	chr1
Ndufa11	Ndufa11	chr17
Ndufa12	Ndufa12	chr10
Ndufa13	Ndufa13	chr8
Ndufa2	Ndufa2	chr18
Ndufa3	Ndufa3	chr7
Ndufa4	Ndufa4	chr6
Ndufa4l2	Ndufa4l2	chr10
Ndufa5	Ndufa5	chr6
Ndufa6	Ndufa6	chr15
Ndufa7	Ndufa7	chr17
Ndufa8	Ndufa8	chr2
Ndufa9	Ndufa9	chr6
Ndufab1	Ndufab1	chr7
Ndufaf1	Ndufaf1	chr2
Ndufaf3	Ndufaf3	chr9
Ndufaf4	Ndufaf4	chr4
Ndufb10	Ndufb10	chr17
Ndufb11	Ndufb11	chrX
Ndufb2	Ndufb2	chr6
Ndufb3	Ndufb3	chr1
Ndufb4	Ndufb4	chr16
Ndufb5	Ndufb5	chr3
Ndufb6	Ndufb6	chr4
Ndufb7	Ndufb7	chr8
Ndufb8	Ndufb8	chr19
Ndufb9	Ndufb9	chr15
Ndufc1	Ndufc1	chr3
Ndufc2	Ndufc2	chr7
Ndufs1	Ndufs1	chr1
Ndufs2	Ndufs2	chr1
Ndufs3	Ndufs3	chr2
Ndufs4	Ndufs4	chr13
Ndufs5	Ndufs5	chr4
Ndufs6	Ndufs6	chr13
Ndufs7	Ndufs7	chr10
Ndufs8	Ndufs8	chr19
Ndufv1	Ndufv1	chr19
Ndufv2	Ndufv2	chr17
Ndufv3	Ndufv3	chr17
Neb	Neb	chr2
Necab1	Necab1	chr4
Necab2	Necab2	chr8
Necab3	Necab3	chr2
Necap2	Necap2	chr4
Nedd1	Nedd1	chr10
Nedd4	Nedd4	chr9
Nedd8	Nedd8	chr14
Nedd9	Nedd9	chr13
Nefh	Nefh	chr11
Nefl	Nefl	chr14
Nefm	Nefm	chr14
Negr1	Negr1	chr3
Neil1	Neil1	chr9
Neil2	Neil2	chr14
Neil3	Neil3	chr8
Nek1	Nek1	chr8
Nek10	Nek10	chr14
Nek11	Nek11	chr9
nek2;Nek2	nek2	chr1
nek2;Nek2	Nek2	chr1
Nek3	Nek3	chr8
Nek4	Nek4	chr14
Nek5	Nek5	chr8
Nek6	Nek6	chr2
Nek7	Nek7	chr1
Nek8	Nek8	chr11
Nek9	Nek9	chr12
Nelf	Nelf	chr2
Nell1	Nell1	chr7
Nell2	Nell2	chr15
Nenf	Nenf	chr1
Neo1	Neo1	chr9
Nepn	Nepn	chr10
Nes	Nes	chr3
Nespas	Nespas	chr2
Net1	Net1	chr13
Neto1	Neto1	chr18
Neto2	Neto2	chr8
Neu1	Neu1	chr17
Neu2	Neu2	chr1
Neu3	Neu3	chr7
Neu4	Neu4	chr1
Neurabin;Ppp1r9a	Neurabin	chr6
Neurabin;Ppp1r9a	Ppp1r9a	chr6
Neurl1a	Neurl1a	chr19
Neurl1b	Neurl1b	chr17
Neurl2	Neurl2	chr2
Neurl3	Neurl3	chr1
Neurl4	Neurl4	chr11
Neurod1	Neurod1	chr2
Neurod2	Neurod2	chr11
Neurod4	Neurod4	chr10
Neurod6	Neurod6	chr6
Neurog1	Neurog1	chr13
Neurog2	Neurog2	chr3
Neurog3	Neurog3	chr10
Nexn	Nexn	chr3
Nf1	Nf1	chr11
Nf2	Nf2	chr11
Nfam1	Nfam1	chr15
Nfasc	Nfasc	chr1
Nfat5	Nfat5	chr8
Nfatc1	Nfatc1	chr18
Nfatc2	Nfatc2	chr2
Nfatc2ip	Nfatc2ip	chr7
Nfatc3	Nfatc3	chr8
Nfatc4	Nfatc4	chr14
Nfe2	Nfe2	chr15
Nfe2l1	Nfe2l1	chr11
Nfe2l2	Nfe2l2	chr2
Nfe2l3	Nfe2l3	chr6
Nfia	Nfia	chr4
Nfib	Nfib	chr4
Nfic	Nfic	chr10
Nfil3	Nfil3	chr13
Nfix	Nfix	chr8
Nfkb1	Nfkb1	chr3
Nfkb2	Nfkb2	chr19
Nfkbia	Nfkbia	chr12
Nfkbib	Nfkbib	chr7
Nfkbid	Nfkbid	chr7
Nfkbie	Nfkbie	chr17
Nfkbil1	Nfkbil1	chr17
Nfkbil2;Tonsl	Nfkbil2	chr15
Nfkbil2;Tonsl	Tonsl	chr15
Nfrkb	Nfrkb	chr9
Nfs1	Nfs1	chr2
Nfu1	Nfu1	chr6
Nfya	Nfya	chr17
Nfyb	Nfyb	chr10
Nfyc	Nfyc	chr4
Ng23	Ng23	chr17
Ngb	Ngb	chr12
Ngdn	Ngdn	chr14
Ngef	Ngef	chr1
Ngf	Ngf	chr3
Ngfr	Ngfr	chr11
Ngfrap1	Ngfrap1	chrX
Ngly1	Ngly1	chr14
Ngp	Ngp	chr9
Ngrn	Ngrn	chr7
NHE8;Slc9a8	NHE8	chr2
NHE8;Slc9a8	Slc9a8	chr2
Nhedc1	Nhedc1	chr3
Nhedc2	Nhedc2	chr3
Nhej1	Nhej1	chr1
Nhlh1	Nhlh1	chr1
Nhlh2	Nhlh2	chr3
Nhlrc1	Nhlrc1	chr13
Nhlrc2	Nhlrc2	chr19
Nhlrc3	Nhlrc3	chr3
Nhlrc4	Nhlrc4	chr17
Nhp2	Nhp2	chr11
Nhp2l1	Nhp2l1	chr15
Nhs	Nhs	chrX
Nhsl2	Nhsl2	chrX
Niacr1	Niacr1	chr5
Nicn1	Nicn1	chr9
Nid1	Nid1	chr13
Nid2	Nid2	chr14
Nif3l1	Nif3l1	chr1
Ninj1	Ninj1	chr13
Ninj2	Ninj2	chr6
Ninl	Ninl	chr2
Nip7	Nip7	chr8
Nipa1	Nipa1	chr7
Nipa2	Nipa2	chr7
Nipal1	Nipal1	chr5
Nipal2;Npal2	Nipal2	chr15
Nipal2;Npal2	Npal2	chr15
Nipal3	Nipal3	chr4
Nipal4	Nipal4	chr11
Nipsnap1	Nipsnap1	chr11
Nipsnap3a	Nipsnap3a	chr4
Nipsnap3b	Nipsnap3b	chr4
NIRF;Uhrf2	NIRF	chr19
NIRF;Uhrf2	Uhrf2	chr19
Nit1	Nit1	chr1
Nit2	Nit2	chr16
Nkain1	Nkain1	chr4
Nkain2	Nkain2	chr10
Nkain3	Nkain3	chr4
Nkain4	Nkain4	chr2
Nkap	Nkap	chrX
Nkapl	Nkapl	chr13
Nkd1	Nkd1	chr8
Nkd2	Nkd2	chr13
Nkg7	Nkg7	chr7
Nkiras1	Nkiras1	chr14
Nkiras2	Nkiras2	chr11
Nkpd1	Nkpd1	chr7
Nkrf	Nkrf	chrX
Nktr	Nktr	chr9
Nkx-1.2	Nkx-1.2	chr7
Nkx1-2	Nkx1-2	chr7
Nkx2-1	Nkx2-1	chr12
Nkx2-2	Nkx2-2	chr2
Nkx2-2as	Nkx2-2as	chr2
Nkx2-3	Nkx2-3	chr19
Nkx2-4	Nkx2-4	chr2
Nkx2-5	Nkx2-5	chr17
Nkx2-6	Nkx2-6	chr14
Nkx2-9	Nkx2-9	chr12
Nkx3-1	Nkx3-1	chr14
Nkx3-2	Nkx3-2	chr5
Nkx6-1	Nkx6-1	chr5
Nkx6-2	Nkx6-2	chr7
Nkx6-3	Nkx6-3	chr8
Nle1	Nle1	chr11
Nlgn1	Nlgn1	chr3
Nlgn2	Nlgn2	chr11
Nlk	Nlk	chr11
Nln	Nln	chr13
Nlrc3	Nlrc3	chr16
Nlrc4	Nlrc4	chr17
Nlrc5	Nlrc5	chr8
Nlrp10	Nlrp10	chr7
Nlrp12	Nlrp12	chr7
Nlrp14	Nlrp14	chr7
Nlrp1a	Nlrp1a	chr11
Nlrp1b	Nlrp1b	chr11
Nlrp1c	Nlrp1c	chr11
Nlrp2	Nlrp2	chr7
Nlrp3	Nlrp3	chr11
Nlrp4a	Nlrp4a	chr7
Nlrp4b	Nlrp4b	chr7
Nlrp4c	Nlrp4c	chr7
Nlrp4e	Nlrp4e	chr7
Nlrp4f	Nlrp4f	chr13
Nlrp6	Nlrp6	chr7
Nlrp9a	Nlrp9a	chr7
Nlrp9b	Nlrp9b	chr7
Nlrp9c	Nlrp9c	chr7
Nlrx1	Nlrx1	chr9
NM_054059	NM_054059	chr7
Nmb	Nmb	chr7
Nmbr	Nmbr	chr10
Nmd3	Nmd3	chr3
Nme1	Nme1	chr11
Nme2	Nme2	chr11
Nme4	Nme4	chr17
Nme5	Nme5	chr18
Nme6	Nme6	chr9
Nme7	Nme7	chr1
Nmi	Nmi	chr2
Nmnat1	Nmnat1	chr4
Nmnat3	Nmnat3	chr9
Nmral1	Nmral1	chr16
Nms	Nms	chr1
Nmt1	Nmt1	chr11
Nmt2	Nmt2	chr2
Nmu	Nmu	chr5
Nmur1	Nmur1	chr1
Nmur2	Nmur2	chr11
Nnat;Peg5	Nnat	chr2
Nnat;Peg5	Peg5	chr2
Nnmt	Nnmt	chr9
Nnt	Nnt	chr13
Nob1	Nob1	chr8
Nobox	Nobox	chr6
Noc3l	Noc3l	chr19
Noc4l	Noc4l	chr5
Nod1	Nod1	chr6
Nod2	Nod2	chr8
Nodal	Nodal	chr10
Nog	Nog	chr11
Nol10	Nol10	chr12
Nol11	Nol11	chr11
Nol12	Nol12	chr15
Nol3	Nol3	chr8
Nol4	Nol4	chr18
Nol6	Nol6	chr4
Nol7	Nol7	chr13
Nol8	Nol8	chr13
Nol9	Nol9	chr4
Nolc1	Nolc1	chr19
Nom1	Nom1	chr5
Nomo1	Nomo1	chr7
Nono	Nono	chrX
Nop10	Nop10	chr2
Nop14	Nop14	chr5
Nop16	Nop16	chr13
Nop2	Nop2	chr6
Nop56	Nop56	chr2
Nop58	Nop58	chr1
Nos1	Nos1	chr5
Nos1ap	Nos1ap	chr1
Nos2	Nos2	chr11
Nos3	Nos3	chr5
Nosip	Nosip	chr7
Nostrin	Nostrin	chr2
notch1;Notch1	notch1	chr2
notch1;Notch1	Notch1	chr2
Notch2	Notch2	chr3
Notch3	Notch3	chr17
Noto	Noto	chr6
Notum	Notum	chr11
Nov	Nov	chr15
Nova1	Nova1	chr12
Nova2	Nova2	chr7
Nox1;NOX1	Nox1	chrX
Nox1;NOX1	NOX1	chrX
Nox3	Nox3	chr17
Noxa1	Noxa1	chr2
Noxo1	Noxo1	chr17
Npas1	Npas1	chr7
Npas2	Npas2	chr1
Npas3	Npas3	chr12
Npas4	Npas4	chr19
Npat	Npat	chr9
Npb	Npb	chr11
Npbwr1	Npbwr1	chr1
Npc1	Npc1	chr18
Npc1l1	Npc1l1	chr11
Npc2	Npc2	chr12
Npdc1	Npdc1	chr2
Npepl1	Npepl1	chr2
Npepps	Npepps	chr11
Npffr1	Npffr1	chr10
Npffr2	Npffr2	chr5
Nphp1	Nphp1	chr2
Nphp4	Nphp4	chr4
Nphs1	Nphs1	chr7
Nphs1as	Nphs1as	chr7
Nphs2	Nphs2	chr1
Npl	Npl	chr1
Nploc4	Nploc4	chr11
Npm1	Npm1	chr11
Npm2;Xpo7	Npm2	chr14
Npm2;Xpo7	Xpo7	chr14
Npm3	Npm3	chr19
Npm3-ps1	Npm3-ps1	chr6
Npnt	Npnt	chr3
Nppa	Nppa	chr4
Nppb	Nppb	chr4
Nppc	Nppc	chr1
Npr1	Npr1	chr3
Npr2	Npr2	chr4
Npr3	Npr3	chr15
Nprl2	Nprl2	chr9
Nps	Nps	chr7
Npsr1	Npsr1	chr9
Nptn	Nptn	chr9
Nptx1	Nptx1	chr11
Nptx2	Nptx2	chr5
Npvf	Npvf	chr6
Npw	Npw	chr17
Npy	Npy	chr6
Npy1r	Npy1r	chr8
Npy2r	Npy2r	chr3
Npy5r	Npy5r	chr8
Npy6r	Npy6r	chr18
Nqo1	Nqo1	chr8
Nqo2	Nqo2	chr13
Nr0b1	Nr0b1	chrX
Nr0b2	Nr0b2	chr4
Nr1d1	Nr1d1	chr11
Nr1d2	Nr1d2	chr14
Nr1h2	Nr1h2	chr7
Nr1h3	Nr1h3	chr2
Nr1h4	Nr1h4	chr10
Nr1h5	Nr1h5	chr3
Nr1i2	Nr1i2	chr16
Nr1i3	Nr1i3	chr1
Nr2c2ap	Nr2c2ap	chr8
Nr2e1	Nr2e1	chr10
Nr2e3	Nr2e3	chr9
Nr2f1	Nr2f1	chr13
Nr2f2	Nr2f2	chr7
Nr2f6	Nr2f6	chr8
Nr3c1	Nr3c1	chr18
Nr3c2	Nr3c2	chr8
Nr4a1	Nr4a1	chr15
Nr4a2	Nr4a2	chr2
Nr4a3	Nr4a3	chr4
Nr5a1	Nr5a1	chr2
Nr5a2	Nr5a2	chr1
Nr6a1	Nr6a1	chr2
Nradd	Nradd	chr9
Nrap	Nrap	chr19
Nrarp	Nrarp	chr2
Nras	Nras	chr3
Nrbf2	Nrbf2	chr10
Nrbp1	Nrbp1	chr5
Nrbp2	Nrbp2	chr15
Nrcam;NrCAM	Nrcam	chr12
Nrcam;NrCAM	NrCAM	chr12
Nrf1	Nrf1	chr6
Nrg2	Nrg2	chr18
Nrg3	Nrg3	chr14
Nrg4	Nrg4	chr9
Nrgn	Nrgn	chr9
Nrip1	Nrip1	chr16
Nrip2	Nrip2	chr6
Nrip3	Nrip3	chr7
Nrk;NRK	Nrk	chrX
Nrk;NRK	NRK	chrX
Nrl	Nrl	chr14
Nrm	Nrm	chr17
Nrn1	Nrn1	chr13
Nrn1l	Nrn1l	chr8
Nrp2	Nrp2	chr1
Nrsn1	Nrsn1	chr13
Nrsn2	Nrsn2	chr2
Nrtn	Nrtn	chr17
Nrxn2	Nrxn2	chr19
Nrxn3	Nrxn3	chr12
Nsa2	Nsa2	chr13
Nsdhl	Nsdhl	chrX
Nsfl1c	Nsfl1c	chr2
Nsg1	Nsg1	chr5
Nsg2	Nsg2	chr11
Nsl1	Nsl1	chr1
Nsmaf	Nsmaf	chr4
Nsmce1	Nsmce1	chr7
Nsmce2	Nsmce2	chr15
Nsmce4a	Nsmce4a	chr7
NSR1;Scarf2	NSR1	chr16
NSR1;Scarf2	Scarf2	chr16
nssr 1;Srsf10	nssr 1	chr4
nssr 1;Srsf10	Srsf10	chr4
Nsun2	Nsun2	chr13
Nsun3	Nsun3	chr16
Nsun4	Nsun4	chr4
Nsun5	Nsun5	chr5
Nsun6	Nsun6	chr2
Nsun7	Nsun7	chr5
NT2;Slc6a19	NT2	chr13
NT2;Slc6a19	Slc6a19	chr13
Nt5c	Nt5c	chr11
Nt5c1a	Nt5c1a	chr4
Nt5c1b	Nt5c1b	chr12
Nt5c2	Nt5c2	chr19
Nt5c3	Nt5c3	chr6
Nt5c3l	Nt5c3l	chr11
Nt5dc1	Nt5dc1	chr10
Nt5dc2	Nt5dc2	chr14
Nt5e	Nt5e	chr9
Ntan1	Ntan1	chr16
Ntf3	Ntf3	chr6
Ntf5	Ntf5	chr7
Nthl1	Nthl1	chr17
Ntm	Ntm	chr9
Ntn1	Ntn1	chr11
Ntn3;Tbc1d24	Ntn3	chr17
Ntn3;Tbc1d24	Tbc1d24	chr17
Ntn4	Ntn4	chr10
Ntn5	Ntn5	chr7
Ntpcr	Ntpcr	chr8
Ntrk1	Ntrk1	chr3
Ntrk2	Ntrk2	chr13
Ntrk3	Ntrk3	chr7
Nts	Nts	chr10
Ntsr1	Ntsr1	chr2
Ntsr2	Ntsr2	chr12
Nuak1	Nuak1	chr10
Nuak2	Nuak2	chr1
Nub1	Nub1	chr5
Nubp1	Nubp1	chr16
Nubp2	Nubp2	chr17
Nubpl	Nubpl	chr12
Nucb1	Nucb1	chr7
Nucb2	Nucb2	chr7
Nucks1	Nucks1	chr1
Nudc	Nudc	chr4
Nudcd1	Nudcd1	chr15
Nudcd2	Nudcd2	chr11
Nudt1	Nudt1	chr5
Nudt10	Nudt10	chrX
Nudt11	Nudt11	chrX
Nudt12	Nudt12	chr17
Nudt13	Nudt13	chr14
Nudt14	Nudt14	chr12
Nudt15	Nudt15	chr14
Nudt16	Nudt16	chr9
Nudt16l1	Nudt16l1	chr16
Nudt17	Nudt17	chr3
Nudt18	Nudt18	chr14
Nudt19	Nudt19	chr7
Nudt2	Nudt2	chr4
Nudt21	Nudt21	chr8
Nudt22	Nudt22	chr19
Nudt3	Nudt3	chr17
Nudt4	Nudt4	chr10
Nudt5	Nudt5	chr2
Nudt6	Nudt6	chr3
Nudt7	Nudt7	chr8
Nudt9	Nudt9	chr5
Nuf2	Nuf2	chr1
Nufip1	Nufip1	chr14
Nufip2	Nufip2	chr11
Numa1	Numa1	chr7
Numb	Numb	chr12
Numbl	Numbl	chr7
Nup107	Nup107	chr10
Nup133	Nup133	chr8
Nup153	Nup153	chr13
Nup155	Nup155	chr15
Nup188	Nup188	chr2
Nup210	Nup210	chr6
Nup210l	Nup210l	chr3
Nup214	Nup214	chr2
Nup35	Nup35	chr2
Nup37	Nup37	chr10
Nup43	Nup43	chr10
Nup50	Nup50	chr15
Nup54	Nup54	chr5
Nup62cl	Nup62cl	chrX
Nup85	Nup85	chr11
Nup88	Nup88	chr11
Nup93	Nup93	chr8
Nup98	Nup98	chr7
Nupl2	Nupl2	chr5
Nupr1	Nupr1	chr7
Nus1	Nus1	chr10
Nusap1	Nusap1	chr2
Nutf2	Nutf2	chr8
Nvl	Nvl	chr1
Nwd1	Nwd1	chr8
Nxf1	Nxf1	chr19
Nxf2	Nxf2	chrX
Nxf3	Nxf3	chrX
Nxf7	Nxf7	chrX
Nxn	Nxn	chr11
Nxnl1	Nxnl1	chr8
Nxnl2	Nxnl2	chr13
Nxph2	Nxph2	chr2
Nxph3	Nxph3	chr11
Nxph4	Nxph4	chr10
Nxt1	Nxt1	chr2
Nxt2	Nxt2	chrX
Nynrin	Nynrin	chr14
Nyx	Nyx	chrX
Oaf	Oaf	chr9
Oas1a	Oas1a	chr5
Oas1b;oasl1	Oas1b	chr5
Oas1b;oasl1	oasl1	chr5
Oas1c	Oas1c	chr5
Oas1d	Oas1d	chr5
Oas1e	Oas1e	chr5
Oas1f	Oas1f	chr5
Oas1g	Oas1g	chr5
Oas1h	Oas1h	chr5
Oas2	Oas2	chr5
Oas3	Oas3	chr5
Oasl1	Oasl1	chr5
Oasl2	Oasl2	chr5
Oat	Oat	chr7
Oatp2;Slco1c1	Oatp2	chr6
Oatp2;Slco1c1	Slco1c1	chr6
Oaz2;Oaz2-ps	Oaz2	chr9
Oaz2;Oaz2-ps	Oaz2-ps	chr9
Oaz3	Oaz3	chr3
Obfc1	Obfc1	chr19
Obfc2b	Obfc2b	chr10
Obox1	Obox1	chr7
Obox2	Obox2	chr7
Obox3	Obox3	chr7
Obox5	Obox5	chr7
Obox6	Obox6	chr7
Obp1a	Obp1a	chrX
Obph1;Osbpl5	Obph1	chr7
Obph1;Osbpl5	Osbpl5	chr7
Obscn	Obscn	chr11
Obsl1	Obsl1	chr1
Oc90	Oc90	chr15
Oca2	Oca2	chr7
Ocel1	Ocel1	chr8
Ociad1	Ociad1	chr5
Ociad2	Ociad2	chr5
Ocln	Ocln	chr13
Ocm	Ocm	chr5
Ocrl	Ocrl	chrX
Oct-1;Pou2f1	Oct-1	chr1
Oct-1;Pou2f1	Pou2f1	chr1
Oct-3/4;Pou5f1	Oct-3/4	chr17
Oct-3/4;Pou5f1	Pou5f1	chr17
Odam	Odam	chr5
Odc1	Odc1	chr12
Odf1	Odf1	chr15
Odf2	Odf2	chr2
Odf2l	Odf2l	chr3
Odf3	Odf3	chr7
Odf3b	Odf3b	chr15
Odf3l1	Odf3l1	chr9
Odf3l2	Odf3l2	chr10
Odf4;oppo 1	Odf4	chr11
Odf4;oppo 1	oppo 1	chr11
Odz1;ten-m1	Odz1	chrX
Odz1;ten-m1	ten-m1	chrX
Odz2;ten-m2	Odz2	chr11
Odz2;ten-m2	ten-m2	chr11
Odz3;ten-m3	Odz3	chr8
Odz3;ten-m3	ten-m3	chr8
Ofcc1	Ofcc1	chr13
Ofd1	Ofd1	chrX
Ogdhl	Ogdhl	chr14
Ogfod2	Ogfod2	chr5
Ogfr	Ogfr	chr2
Ogfrl1	Ogfrl1	chr1
Ogg1	Ogg1	chr6
Ogn	Ogn	chr13
Ogt	Ogt	chrX
Oip5	Oip5	chr2
Oit1	Oit1	chr14
Oit3	Oit3	chr10
Ola1	Ola1	chr2
Olah	Olah	chr2
Old35;Pnpt1	Old35	chr11
Old35;Pnpt1	Pnpt1	chr11
Olfm1	Olfm1	chr2
Olfm2	Olfm2	chr9
Olfm3	Olfm3	chr3
Olfm4	Olfm4	chr14
Olfml1	Olfml1	chr7
Olfml2a	Olfml2a	chr2
Olfml2b	Olfml2b	chr1
Olfml3	Olfml3	chr3
Olfr1	Olfr1	chr11
Olfr10	Olfr10	chr11
Olfr100	Olfr100	chr17
Olfr1000	Olfr1000	chr2
Olfr1002	Olfr1002	chr2
Olfr1006	Olfr1006	chr2
Olfr1008	Olfr1008	chr2
Olfr1009	Olfr1009	chr2
Olfr101	Olfr101	chr17
Olfr1010	Olfr1010	chr2
Olfr1012	Olfr1012	chr2
Olfr1013	Olfr1013	chr2
Olfr1014	Olfr1014	chr2
Olfr1015	Olfr1015	chr2
Olfr1016	Olfr1016	chr2
Olfr1018	Olfr1018	chr2
Olfr1019	Olfr1019	chr2
Olfr1020	Olfr1020	chr2
Olfr1022	Olfr1022	chr2
Olfr1023	Olfr1023	chr2
Olfr1024	Olfr1024	chr2
Olfr1026	Olfr1026	chr2
Olfr1028	Olfr1028	chr2
Olfr1029	Olfr1029	chr2
Olfr103	Olfr103	chr17
Olfr1030	Olfr1030	chr2
Olfr1031	Olfr1031	chr2
Olfr1032	Olfr1032	chr2
Olfr1033	Olfr1033	chr2
Olfr1034	Olfr1034	chr2
Olfr1036	Olfr1036	chr2
Olfr1037	Olfr1037	chr2
Olfr1038-ps	Olfr1038-ps	chr2
Olfr1039	Olfr1039	chr2
Olfr104	Olfr104	chr17
Olfr1040	Olfr1040	chr2
Olfr1042	Olfr1042	chr2
Olfr1043	Olfr1043	chr2
Olfr1044	Olfr1044	chr2
Olfr1045	Olfr1045	chr2
Olfr1046	Olfr1046	chr2
Olfr1047	Olfr1047	chr2
Olfr1048	Olfr1048	chr2
Olfr1049	Olfr1049	chr2
Olfr105	Olfr105	chr17
Olfr1051	Olfr1051	chr2
Olfr1052	Olfr1052	chr2
Olfr1053	Olfr1053	chr2
Olfr1054	Olfr1054	chr2
Olfr1055	Olfr1055	chr2
Olfr1056	Olfr1056	chr2
